founder_id,founder_age,founder_gender,years_with_startup,founder_role,monthly_revenue_generated,work_life_balance_rating,venture_satisfaction,startup_performance_rating,funding_rounds_led,working_overtime,distance_from_investor_hub,education_background,personal_status,num_dependents,startup_stage,team_size_category,years_since_founding,remote_operations,leadership_scope,innovation_support,startup_reputation,founder_visibility,retention_status
64044,25,Male,2,Healthcare,7358.0,Good,High,Below Average,3,No,72,PhD,Married,0.0,Mid,Large,73.0,Yes,No,No,Good,Medium,Stayed
68971,49,Male,5,Technology,9849.0,,Medium,Average,0,No,96,High School,Married,0.0,Mid,Medium,11.0,No,Yes,No,Good,High,Stayed
43080,38,Male,27,Healthcare,8798.0,Good,High,Average,1,Yes,50,Bachelor’s Degree,Single,1.0,Entry,Small,30.0,No,No,No,Excellent,Medium,Stayed
59032,54,Female,29,Healthcare,8957.0,Poor,High,Average,3,No,70,Bachelor’s Degree,Married,3.0,Senior,Small,96.0,No,No,No,Poor,Medium,Stayed
35226,50,Male,24,Finance,6081.0,Poor,High,Average,2,Yes,30,Bachelor’s Degree,Single,0.0,Senior,Medium,93.0,No,No,No,Good,Medium,Stayed
46075,56,Male,37,Education,4375.0,Good,High,Average,0,No,92,Associate Degree,Married,1.0,Entry,Medium,79.0,Yes,No,No,Excellent,High,Stayed
55394,36,Female,3,Technology,8795.0,Good,High,Below Average,0,No,15,High School,Single,2.0,Mid,Large,76.0,No,No,No,Excellent,Medium,Stayed
18059,48,Male,10,Media,6096.0,Good,Very High,High,0,Yes,95,High School,Married,2.0,Mid,Large,79.0,No,No,No,Good,Medium,Stayed
38923,57,Male,8,Finance,14002.0,Excellent,High,Average,2,No,45,Master’s Degree,Single,4.0,Mid,Medium,55.0,No,No,No,Good,Low,Stayed
49150,52,Male,43,Healthcare,8652.0,Good,Low,Average,2,No,45,Bachelor’s Degree,Divorced,3.0,Senior,Small,89.0,No,No,No,Good,Low,Stayed
42981,59,Female,43,Technology,8668.0,Excellent,High,Average,2,No,40,Bachelor’s Degree,Single,2.0,Entry,Medium,85.0,No,No,No,Fair,High,Stayed
22062,20,Male,12,Healthcare,9037.0,Poor,Very High,Average,2,No,65,Associate Degree,Married,2.0,Mid,Small,23.0,No,No,No,Poor,Medium,Left
72432,34,Male,15,Finance,9294.0,Good,High,Average,0,No,87,Master’s Degree,Divorced,6.0,Senior,Medium,78.0,No,No,No,Poor,High,Stayed
49861,19,Male,3,Education,5372.0,Poor,High,Average,0,No,27,Bachelor’s Degree,Married,2.0,Senior,Medium,59.0,No,Yes,No,Excellent,Low,Stayed
74124,20,Male,3,Technology,11158.0,Excellent,Medium,Average,2,No,99,Associate Degree,Married,2.0,Senior,Small,12.0,No,No,No,Poor,Low,Stayed
48469,42,Female,16,Healthcare,6844.0,Fair,Very High,Average,1,Yes,99,High School,Married,2.0,Mid,Medium,26.0,Yes,No,No,Good,Medium,Left
70664,53,Male,12,Education,3593.0,,,Average,1,No,65,Master’s Degree,Single,1.0,Senior,Large,51.0,No,No,No,Good,Low,Stayed
22504,55,Male,18,Healthcare,6674.0,Fair,Medium,Low,0,Yes,95,Associate Degree,Single,0.0,Mid,Medium,76.0,No,No,No,Good,Medium,Stayed
2523,52,Male,1,Healthcare,8190.0,Good,Medium,High,0,No,17,PhD,Married,1.0,Senior,Medium,24.0,No,No,No,Fair,Low,Stayed
59919,36,Male,12,Technology,9383.0,,High,Average,0,Yes,99,Bachelor’s Degree,Single,0.0,Mid,Medium,86.0,No,No,No,Poor,Low,Left
47404,51,Female,32,Technology,9556.0,Fair,High,Average,1,No,99,Master’s Degree,Single,1.0,Entry,Large,38.0,No,No,No,Good,Low,Left
50544,45,Female,11,Healthcare,7963.0,Good,High,Average,1,No,19,Associate Degree,Divorced,0.0,Senior,Small,79.0,No,Yes,No,Poor,Low,Stayed
33672,27,Female,18,Finance,8035.0,,Very High,Average,1,No,2,High School,Married,1.0,Mid,Small,49.0,Yes,No,No,Fair,Low,Stayed
31395,33,Female,13,Technology,5800.0,Good,Very High,Low,1,Yes,61,High School,Single,3.0,Mid,Small,78.0,No,No,No,Good,High,Stayed
47233,39,Female,11,Finance,9450.0,Good,High,Average,0,No,20,Bachelor’s Degree,Single,2.0,Entry,Small,84.0,No,No,Yes,Poor,Low,Left
19918,38,Male,7,Education,4802.0,Good,Low,Average,0,No,33,Bachelor’s Degree,Single,3.0,Senior,Small,34.0,No,No,Yes,Good,Low,Left
46505,53,Male,20,Healthcare,8062.0,Fair,Very High,Average,0,No,87,Associate Degree,Single,1.0,Mid,Large,50.0,No,No,No,Good,Low,Left
53284,32,Female,9,Education,5160.0,Poor,Very High,Below Average,1,No,9,Master’s Degree,Married,2.0,Entry,Medium,65.0,Yes,No,No,Good,High,Left
28120,30,Female,1,Technology,7762.0,Excellent,High,High,1,No,90,High School,Single,4.0,Entry,Medium,57.0,No,No,No,Good,Low,Stayed
17679,58,Female,23,Healthcare,7714.0,Good,High,Average,1,Yes,18,Bachelor’s Degree,Married,5.0,Senior,Medium,69.0,No,No,No,Poor,Low,Stayed
6300,50,Female,41,Finance,7349.0,Fair,High,High,1,No,27,Master’s Degree,Married,4.0,Mid,Small,65.0,No,No,Yes,Good,Medium,Stayed
53314,52,Male,40,Technology,10390.0,Excellent,Medium,Average,0,No,77,Associate Degree,Married,1.0,Mid,Medium,82.0,No,No,No,Fair,Medium,Stayed
53567,42,Male,33,Media,6233.0,Fair,Medium,Average,0,Yes,33,High School,Married,0.0,Mid,Large,107.0,No,No,No,Good,Low,Left
50329,37,Female,5,Education,3738.0,Poor,High,Average,1,No,3,Associate Degree,Single,1.0,Mid,Large,58.0,No,No,No,Fair,High,Left
42103,25,Male,5,Technology,9552.0,Fair,High,Average,1,No,29,High School,Married,0.0,Mid,Large,51.0,No,No,No,Good,Low,Stayed
37505,43,Male,3,Media,7300.0,,,Average,2,Yes,65,High School,Single,1.0,Senior,Small,26.0,No,No,No,Fair,Very High,Stayed
57169,36,Male,19,Healthcare,8777.0,Fair,Very High,Average,1,No,51,Master’s Degree,Married,2.0,Mid,Medium,94.0,No,No,No,Good,Low,Stayed
55966,56,Male,27,Technology,7400.0,Good,High,Average,2,No,74,Master’s Degree,Single,1.0,Mid,Small,66.0,Yes,No,No,Good,Low,Stayed
16215,47,Male,13,Healthcare,7080.0,,High,Average,0,No,32,Associate Degree,Divorced,1.0,Mid,Small,90.0,No,No,Yes,Poor,Low,Stayed
35154,30,Male,7,Technology,10551.0,Good,High,High,0,Yes,60,Bachelor’s Degree,Married,0.0,Senior,Small,75.0,Yes,No,No,Excellent,High,Stayed
10047,42,Female,8,Media,6038.0,Fair,High,Low,2,No,95,Master’s Degree,Divorced,2.0,Mid,Large,50.0,No,No,No,Good,High,Left
29049,49,Male,30,Healthcare,9139.0,Poor,Medium,Below Average,0,No,4,Associate Degree,Single,1.0,Entry,Medium,94.0,No,No,No,Poor,Medium,Left
70919,45,Male,27,Education,5182.0,Excellent,Very High,High,2,No,11,PhD,Divorced,0.0,Mid,Small,68.0,No,No,No,Good,Low,Stayed
73000,43,Male,17,Education,5347.0,,,Average,1,No,11,High School,Divorced,,Mid,Large,91.0,No,No,No,Poor,Low,Stayed
34069,27,Male,7,Education,4958.0,Fair,Very High,High,0,Yes,3,Bachelor’s Degree,Married,0.0,Entry,Large,17.0,No,No,No,Good,Low,Left
35917,39,Female,30,Healthcare,7226.0,Fair,Medium,Below Average,0,No,18,High School,Divorced,1.0,Mid,Medium,101.0,No,No,No,Good,Medium,Stayed
59995,48,Male,31,Media,5761.0,Fair,High,Average,1,No,59,High School,Single,0.0,Senior,Large,80.0,No,No,No,Good,Medium,Left
59386,42,Female,29,Finance,9534.0,,High,Average,0,No,35,High School,Married,1.0,Mid,Large,94.0,No,No,No,Excellent,Low,Stayed
55871,52,Female,34,Technology,8461.0,Fair,High,Average,0,No,96,Bachelor’s Degree,Divorced,0.0,Mid,Medium,50.0,No,No,No,Good,Low,Stayed
52978,49,Male,12,Media,5928.0,Fair,High,Average,0,No,66,Bachelor’s Degree,Married,1.0,Entry,Medium,40.0,No,No,No,Good,Medium,Left
3973,46,Male,13,Healthcare,8936.0,Fair,Medium,High,0,No,22,Master’s Degree,Single,4.0,Mid,Small,38.0,No,No,No,Good,Low,Stayed
47684,59,Male,43,Media,6073.0,,High,High,0,No,32,Master’s Degree,Single,3.0,Entry,Large,65.0,No,No,No,Poor,Medium,Stayed
59146,22,Female,5,Education,4134.0,Poor,High,Average,0,Yes,46,Associate Degree,Single,4.0,Mid,Medium,31.0,No,No,No,Fair,Medium,Left
15774,48,Female,36,Technology,10014.0,Fair,High,Average,0,No,82,Bachelor’s Degree,Married,2.0,Senior,Small,73.0,Yes,No,No,Good,High,Stayed
58604,51,Male,27,Technology,8645.0,Excellent,Very High,Average,0,No,19,Associate Degree,Divorced,1.0,Entry,Small,97.0,No,No,No,Good,High,Stayed
57921,47,Female,31,Healthcare,7796.0,,,Average,3,Yes,89,Associate Degree,Single,2.0,Mid,Small,38.0,Yes,No,No,Fair,Medium,Left
62957,43,Female,30,Healthcare,6835.0,Good,High,Average,0,No,49,Master’s Degree,Divorced,1.0,Senior,Medium,43.0,No,No,No,Excellent,Medium,Stayed
45762,44,Female,21,Finance,11839.0,Good,High,Below Average,0,No,98,Bachelor’s Degree,Divorced,1.0,Entry,Medium,64.0,No,No,No,Fair,High,Stayed
70295,32,Female,12,Media,5247.0,Good,Very High,Low,2,No,82,Bachelor’s Degree,Single,0.0,Senior,Medium,47.0,Yes,No,No,Good,Low,Stayed
7505,27,Male,9,Healthcare,7915.0,Good,Very High,Below Average,0,No,53,PhD,Married,5.0,Mid,Medium,65.0,No,No,No,Good,Medium,Stayed
74410,29,Male,15,Education,4059.0,Fair,High,Average,2,Yes,43,Associate Degree,Married,1.0,Senior,Medium,61.0,No,Yes,No,Fair,Very High,Left
8672,26,Male,3,Technology,7529.0,Good,High,Average,0,No,20,Master’s Degree,Single,4.0,Entry,Small,28.0,No,No,No,Fair,Low,Left
53279,38,Female,2,Education,4169.0,Fair,High,Low,0,Yes,39,Bachelor’s Degree,Married,0.0,Entry,Small,43.0,No,No,No,Good,Medium,Left
23508,37,Male,6,Technology,13180.0,Fair,High,Average,0,Yes,61,High School,Married,5.0,Entry,Medium,80.0,No,No,No,Excellent,Low,Stayed
9349,47,Female,22,Technology,9716.0,Excellent,High,Average,1,No,10,High School,Married,1.0,Entry,Large,24.0,No,No,No,Good,Low,Left
39569,23,Female,7,Healthcare,8340.0,Fair,High,High,1,No,44,Master’s Degree,Single,1.0,Senior,Small,85.0,No,No,Yes,Good,Very High,Left
45311,48,Male,37,Finance,7239.0,Good,Very High,High,1,No,24,Bachelor’s Degree,Single,0.0,Senior,Medium,89.0,No,No,No,Good,High,Left
66346,37,Male,7,Healthcare,8576.0,Excellent,High,Average,2,Yes,45,Bachelor’s Degree,Married,1.0,Mid,Medium,70.0,Yes,No,No,Poor,High,Stayed
21352,28,Female,13,Education,2839.0,Good,Very High,Average,1,No,98,High School,Married,1.0,Senior,Large,63.0,No,No,Yes,Good,Low,Stayed
53399,50,Female,37,Technology,8558.0,Poor,High,Average,0,No,68,High School,Divorced,1.0,Entry,Medium,76.0,No,No,No,Good,Very High,Stayed
46808,20,Female,8,Media,6862.0,Good,High,Average,2,No,68,Associate Degree,Married,4.0,Entry,Medium,17.0,Yes,No,No,Good,Medium,Stayed
35292,54,Female,1,Education,3159.0,Poor,Low,Average,0,No,93,Bachelor’s Degree,Divorced,3.0,Senior,Small,52.0,Yes,No,No,Good,Low,Left
63548,44,Female,31,Technology,7755.0,Good,High,Average,0,No,54,High School,Single,0.0,Mid,Small,87.0,No,No,Yes,Excellent,High,Left
14044,41,Male,24,Media,5547.0,,High,Average,0,Yes,97,High School,Married,1.0,Entry,Small,67.0,No,No,No,Good,High,Stayed
58216,50,Female,11,Media,,,,Average,1,No,17,Associate Degree,Married,,Entry,,,Yes,No,No,Good,Low,Left
736,34,Male,8,Technology,8838.0,Fair,High,Below Average,0,No,39,Associate Degree,Single,0.0,Mid,Small,46.0,No,No,No,Excellent,High,Stayed
12795,48,Female,27,Technology,8921.0,Excellent,Medium,Average,0,Yes,66,Master’s Degree,Single,4.0,Entry,Medium,93.0,No,No,No,Poor,Low,Left
38238,57,Male,15,Technology,12236.0,Fair,Very High,High,2,No,67,High School,Single,4.0,Mid,Small,60.0,No,No,No,Good,Medium,Stayed
65868,31,Male,15,Finance,9560.0,,,Average,2,No,81,Bachelor’s Degree,Married,,Senior,Large,,No,No,No,Good,Medium,Stayed
5490,59,Male,15,Healthcare,7120.0,,,Below Average,0,No,1,Bachelor’s Degree,Single,,Senior,,,No,No,Yes,Good,Low,Left
32131,37,Male,28,Education,5265.0,Excellent,Medium,Average,0,No,8,Master’s Degree,Married,1.0,Mid,Medium,61.0,No,No,No,Good,Low,Stayed
56716,26,Female,10,Education,3606.0,Poor,High,Average,0,No,69,Bachelor’s Degree,Single,3.0,Mid,Small,60.0,No,No,No,Fair,Low,Left
45402,46,Female,20,Technology,9527.0,Fair,High,Average,2,No,3,Bachelor’s Degree,Married,4.0,Mid,Small,91.0,No,No,No,Poor,Low,Left
14491,41,Male,33,Technology,10877.0,Poor,Low,Below Average,1,No,58,Bachelor’s Degree,Married,1.0,Mid,Small,68.0,No,No,No,Fair,Low,Left
65322,58,Female,32,Finance,9272.0,Fair,Very High,Average,0,No,50,Associate Degree,Married,2.0,Senior,Large,61.0,No,No,No,Good,Medium,Stayed
46696,57,Male,41,Education,3130.0,Good,Very High,High,1,Yes,10,Bachelor’s Degree,Married,3.0,Senior,Small,113.0,No,No,No,Good,Low,Stayed
65371,19,Male,5,Finance,9276.0,Good,Low,High,2,No,74,High School,Single,2.0,Entry,Medium,76.0,No,No,Yes,Fair,High,Left
4841,41,Male,8,Technology,9083.0,Good,Medium,Average,1,No,35,Bachelor’s Degree,Single,3.0,Entry,Medium,84.0,Yes,No,No,Excellent,Medium,Left
17254,20,Male,2,Education,5936.0,,,Average,1,Yes,37,Bachelor’s Degree,Single,,Entry,Large,62.0,No,Yes,No,Poor,Very High,Left
48918,37,Male,19,Education,4280.0,Good,High,High,0,Yes,22,Master’s Degree,Married,0.0,Entry,Medium,50.0,Yes,No,No,Good,High,Stayed
8630,51,Male,12,Technology,8476.0,Good,Medium,Average,2,No,69,High School,Single,1.0,Mid,Small,76.0,Yes,No,No,Excellent,Low,Stayed
2701,29,Male,20,Healthcare,8025.0,Fair,High,High,0,No,15,High School,Single,1.0,Entry,Small,71.0,No,No,Yes,Fair,High,Left
19198,21,Male,11,Healthcare,7718.0,Fair,Medium,Average,0,No,58,Bachelor’s Degree,Divorced,0.0,Entry,Medium,79.0,No,No,No,Good,Low,Left
63619,54,Female,39,Healthcare,10126.0,Good,High,Average,1,No,67,Bachelor’s Degree,Single,0.0,Entry,Medium,77.0,No,Yes,No,Good,Medium,Left
22853,29,Female,17,Media,5438.0,Fair,High,Average,0,No,57,Bachelor’s Degree,Married,0.0,Mid,Medium,91.0,No,No,No,Good,Low,Left
3858,19,Female,4,Finance,,,,High,0,Yes,74,High School,Married,,Senior,,,No,No,No,Poor,Low,Left
72284,20,Male,7,Technology,8773.0,Fair,Medium,High,1,No,43,Bachelor’s Degree,Single,0.0,Mid,Medium,31.0,Yes,No,No,Good,Low,Left
66835,23,Male,13,Technology,8030.0,Good,Very High,Average,1,No,69,Master’s Degree,Married,0.0,Mid,Large,80.0,No,No,No,Good,Low,Stayed
49178,39,Female,2,Education,5408.0,Good,High,Average,2,No,5,High School,Divorced,4.0,Entry,Medium,16.0,No,No,No,Good,Medium,Left
46304,53,Female,24,Education,4923.0,Fair,Very High,Below Average,0,Yes,83,Master’s Degree,Divorced,3.0,Entry,Medium,99.0,No,No,No,Good,Low,Left
5424,49,Female,17,Healthcare,10545.0,Good,Low,Average,0,Yes,46,High School,Married,1.0,Senior,Medium,44.0,No,No,No,Poor,Low,Stayed
72587,38,Male,4,Media,5098.0,Fair,High,Average,0,No,19,Associate Degree,Divorced,0.0,Entry,Medium,40.0,No,No,No,Excellent,High,Left
40524,28,Male,15,Technology,8349.0,Good,High,Below Average,0,No,87,Master’s Degree,Divorced,5.0,Mid,Large,94.0,No,No,No,Fair,Low,Stayed
15698,28,Female,9,Healthcare,7251.0,Fair,High,Average,1,No,95,Associate Degree,Married,1.0,Mid,Medium,69.0,No,Yes,No,Good,Very High,Left
44070,27,Male,10,Technology,8815.0,,,Average,1,Yes,51,Bachelor’s Degree,Divorced,0.0,Mid,Medium,88.0,No,No,No,Good,Medium,Stayed
46309,57,Female,31,Healthcare,6849.0,Good,Low,Below Average,2,No,73,High School,Divorced,1.0,Entry,Medium,85.0,No,No,No,Good,Medium,Stayed
10449,43,Male,11,Education,4968.0,Good,Very High,Below Average,0,Yes,15,Master’s Degree,Single,0.0,Mid,Small,52.0,No,No,No,Good,Low,Left
44415,29,Female,9,Healthcare,6978.0,,High,High,2,No,59,Associate Degree,Single,0.0,Entry,Small,57.0,No,No,No,Good,Low,Left
19999,45,Male,37,Technology,9562.0,Excellent,High,Average,0,Yes,3,Associate Degree,Divorced,1.0,Entry,Medium,106.0,No,No,Yes,Fair,Low,Left
50006,41,Female,18,Technology,10456.0,Good,High,High,1,No,81,Master’s Degree,Single,0.0,Entry,Large,48.0,No,No,No,Fair,High,Left
11438,44,Male,36,Education,4663.0,,Low,High,1,Yes,55,Bachelor’s Degree,Married,1.0,Entry,Small,92.0,Yes,No,No,Good,High,Stayed
8647,32,Male,15,Technology,10061.0,Fair,High,High,0,No,23,Bachelor’s Degree,Married,2.0,Mid,Medium,27.0,No,No,No,Excellent,Low,Stayed
32459,59,Female,4,Media,5963.0,Poor,High,Average,4,Yes,32,Bachelor’s Degree,Married,0.0,Mid,Medium,26.0,Yes,No,No,Excellent,High,Stayed
74104,40,Male,9,Technology,8742.0,,Medium,Average,0,No,44,PhD,Married,0.0,Senior,Medium,59.0,No,No,No,Excellent,Low,Stayed
10731,34,Male,1,Education,5204.0,Excellent,Very High,Average,0,No,57,Bachelor’s Degree,Married,0.0,Mid,Large,79.0,No,No,No,Excellent,Medium,Stayed
3517,27,Male,2,Technology,11088.0,Good,Medium,Below Average,2,No,52,Bachelor’s Degree,Single,5.0,Mid,Medium,37.0,No,No,Yes,Good,Very High,Stayed
69315,44,Female,35,Technology,8545.0,,,Below Average,2,No,30,Bachelor’s Degree,Married,,Mid,,,No,No,No,Fair,Low,Left
1105,57,Male,7,Healthcare,7261.0,,High,Average,2,Yes,23,Associate Degree,Single,2.0,Entry,Medium,86.0,No,No,No,Good,Medium,Left
12132,22,Female,4,Healthcare,8766.0,Poor,Medium,High,0,No,25,Bachelor’s Degree,Married,2.0,Entry,Small,80.0,No,No,No,Fair,High,Left
55113,22,Female,10,Healthcare,6893.0,Good,High,Average,0,No,49,High School,Single,2.0,Mid,Medium,12.0,No,Yes,No,Fair,Low,Stayed
65366,33,Male,23,Education,4725.0,,,High,1,No,8,High School,Married,,Entry,,,No,No,No,Fair,Low,Stayed
5225,46,Male,23,Finance,5040.0,Excellent,Very High,Below Average,0,Yes,6,Master’s Degree,Married,0.0,Mid,Medium,46.0,No,No,No,Poor,High,Stayed
38467,45,Male,20,Media,6245.0,Good,High,Average,0,No,14,Bachelor’s Degree,Divorced,1.0,Mid,Small,35.0,Yes,No,No,Excellent,Low,Stayed
7103,55,Female,14,Healthcare,8768.0,Good,High,Average,1,Yes,87,Associate Degree,Divorced,1.0,Mid,Medium,59.0,No,No,No,Good,Medium,Left
30506,50,Female,2,Media,6572.0,Excellent,High,Low,0,Yes,68,Bachelor’s Degree,Married,1.0,Mid,Medium,14.0,No,No,No,Fair,Low,Left
8147,37,Male,1,Healthcare,9984.0,,,Average,2,No,75,High School,Married,,Entry,,,No,No,No,Poor,High,Left
3506,27,Male,6,Finance,10188.0,Fair,High,Average,0,Yes,71,Associate Degree,Married,2.0,Mid,Small,74.0,No,No,Yes,Fair,Very High,Left
71850,23,Female,15,Technology,8047.0,Good,Very High,Average,2,Yes,50,Master’s Degree,Married,4.0,Entry,Medium,58.0,No,No,No,Good,High,Stayed
68103,50,Male,13,Healthcare,10231.0,Fair,Medium,High,2,No,5,Associate Degree,Single,1.0,Entry,Large,67.0,Yes,No,No,Poor,Very High,Left
38406,58,Male,35,Media,6234.0,Fair,High,Average,0,Yes,72,Master’s Degree,Married,2.0,Mid,Small,44.0,No,No,No,Poor,Medium,Left
73404,31,Female,22,Media,5480.0,Good,High,Average,4,No,32,Master’s Degree,Married,4.0,Senior,Large,64.0,No,No,No,Excellent,High,Stayed
31586,43,Female,26,Technology,9923.0,Fair,High,Average,2,No,90,High School,Single,3.0,Senior,Medium,33.0,No,No,Yes,Good,Medium,Stayed
71288,53,Male,22,Finance,3719.0,Fair,Low,Low,1,Yes,57,Master’s Degree,Married,0.0,Senior,Medium,34.0,No,No,No,Excellent,Low,Stayed
13242,19,Male,4,Education,3927.0,Excellent,Medium,Average,2,Yes,80,Associate Degree,Single,1.0,Entry,Large,40.0,No,No,No,Fair,Medium,Left
13475,23,Female,10,Healthcare,8070.0,Fair,Low,High,0,No,11,Master’s Degree,Married,2.0,Mid,Small,55.0,No,No,No,Poor,Low,Left
3638,23,Male,1,Education,4246.0,Good,Medium,Average,0,No,93,High School,Married,0.0,Entry,Medium,39.0,No,No,No,Poor,Medium,Left
13764,43,Male,27,Healthcare,6450.0,Poor,High,Low,1,No,6,Bachelor’s Degree,Divorced,0.0,Mid,Large,70.0,No,No,No,Good,High,Left
64855,20,Female,12,Media,6349.0,Good,Very High,Average,0,No,21,Bachelor’s Degree,Single,0.0,Senior,Large,37.0,No,Yes,No,Good,Medium,Left
19743,53,Male,27,Healthcare,8244.0,Excellent,High,Average,0,No,89,Associate Degree,Married,1.0,Entry,Medium,71.0,No,No,Yes,Excellent,Low,Stayed
34072,51,Male,35,Education,3969.0,Good,Low,Average,0,No,95,Master’s Degree,Divorced,2.0,Mid,Large,49.0,No,No,No,Good,High,Stayed
56367,26,Male,2,Media,5755.0,,,Below Average,1,No,96,Associate Degree,Single,,Mid,,,No,No,No,Fair,Medium,Left
52390,30,Male,5,Finance,8405.0,Fair,High,Low,2,Yes,45,High School,Married,4.0,Senior,Small,25.0,No,No,No,Poor,Low,Stayed
32530,48,Female,32,Technology,9580.0,Excellent,High,Below Average,2,No,24,Bachelor’s Degree,Married,0.0,Entry,Small,49.0,Yes,Yes,No,Good,Medium,Stayed
25160,48,Male,15,Healthcare,7222.0,Fair,High,Average,0,No,53,Bachelor’s Degree,Single,2.0,Entry,Small,34.0,No,No,No,Excellent,Medium,Left
44875,54,Male,4,Education,5298.0,Fair,High,Average,1,No,41,Associate Degree,Divorced,2.0,Entry,Small,45.0,No,No,No,Excellent,Low,Stayed
31507,21,Male,10,Education,4445.0,Good,Low,Average,2,Yes,33,PhD,Married,1.0,Mid,Medium,45.0,Yes,No,No,Good,Low,Stayed
17126,32,Male,23,Healthcare,8456.0,Fair,Low,Average,3,Yes,65,Associate Degree,Single,3.0,Entry,Small,67.0,Yes,No,No,Fair,Low,Left
44304,19,Female,2,Media,6324.0,Good,High,Average,0,No,26,Bachelor’s Degree,Single,0.0,Entry,Large,30.0,Yes,No,No,Good,High,Left
55277,24,Male,15,Technology,11161.0,Excellent,High,High,0,No,54,Master’s Degree,Married,1.0,Mid,Large,88.0,No,No,No,Good,Medium,Left
43078,57,Female,6,Education,4548.0,Fair,Medium,High,3,No,28,High School,Married,1.0,Entry,Medium,71.0,No,No,Yes,Good,High,Stayed
34499,46,Female,21,Education,,,,Average,0,No,99,Master’s Degree,Single,,Entry,,,Yes,No,No,Good,Low,Stayed
70246,31,Female,12,Finance,10357.0,Fair,High,Below Average,2,No,47,High School,Married,6.0,Mid,Medium,55.0,No,No,No,Good,Low,Left
50584,22,Male,1,Education,5180.0,,Very High,High,0,No,89,Associate Degree,Married,0.0,Mid,Medium,32.0,No,No,No,Excellent,Low,Left
69783,57,Male,5,Media,6434.0,Fair,Medium,Average,0,No,59,PhD,Married,1.0,Entry,Medium,51.0,Yes,No,Yes,Good,Medium,Stayed
72133,30,Female,17,Education,4133.0,,,Below Average,1,No,75,Master’s Degree,Married,,Entry,Medium,,No,No,No,Good,High,Stayed
54444,31,Male,7,Healthcare,9336.0,,High,High,0,Yes,85,Associate Degree,Married,4.0,Mid,Medium,56.0,No,No,No,Fair,Medium,Stayed
53976,45,Female,20,Education,2554.0,Good,Very High,Below Average,1,No,98,Bachelor’s Degree,Married,0.0,Entry,Small,71.0,No,No,Yes,Good,Low,Left
27484,43,Female,26,Education,4951.0,Good,Medium,Average,1,No,18,High School,Married,4.0,Entry,Small,32.0,Yes,No,No,Fair,Low,Stayed
9543,50,Male,28,Education,4908.0,Excellent,High,Average,0,No,41,High School,Single,1.0,Mid,Small,82.0,No,No,No,Good,High,Left
12131,28,Female,6,Healthcare,6527.0,Fair,Very High,Average,0,No,46,Bachelor’s Degree,Single,1.0,Mid,Small,45.0,No,No,No,Poor,High,Left
3752,21,Male,8,Technology,10301.0,Fair,High,High,0,No,89,High School,Married,1.0,Entry,Medium,19.0,No,No,No,Poor,Medium,Left
24067,23,Female,12,Media,5928.0,Good,Very High,Average,0,No,76,Associate Degree,Married,0.0,Mid,Medium,50.0,No,No,No,Good,Medium,Left
2573,32,Female,3,Technology,8843.0,Fair,Medium,Below Average,0,No,74,Master’s Degree,Divorced,1.0,Entry,Small,80.0,No,No,No,Good,High,Left
44258,29,Male,5,Finance,3354.0,Poor,Low,Average,0,Yes,14,High School,Single,3.0,Mid,Medium,56.0,No,No,No,Fair,High,Left
58397,18,Female,10,Technology,9060.0,,,Average,0,Yes,30,Bachelor’s Degree,Single,2.0,Senior,Medium,28.0,No,No,No,Poor,Medium,Left
35808,47,Female,1,Technology,11169.0,Fair,Very High,Average,2,No,10,Associate Degree,Single,5.0,Entry,Medium,79.0,No,No,No,Good,Medium,Left
12160,53,Female,11,Media,6285.0,Good,Low,Average,0,Yes,44,Master’s Degree,Married,3.0,Entry,Medium,48.0,No,No,No,Good,High,Stayed
29986,42,Female,8,Healthcare,7898.0,,Low,Below Average,0,Yes,54,Master’s Degree,Single,3.0,Entry,Medium,14.0,No,No,No,Good,Medium,Left
29633,19,Male,4,Healthcare,6501.0,Fair,High,High,1,No,69,Bachelor’s Degree,Married,0.0,Mid,Medium,33.0,No,No,No,Good,Low,Left
1620,32,Female,11,Media,5177.0,Fair,High,Average,0,No,65,Master’s Degree,Single,2.0,Senior,Medium,64.0,No,No,No,Poor,High,Left
21690,44,Male,35,Healthcare,8273.0,Good,High,Average,1,No,43,High School,Married,1.0,Mid,Small,114.0,No,No,No,Fair,High,Left
10881,36,Female,2,Media,6556.0,Good,High,High,3,No,95,Bachelor’s Degree,Married,0.0,Mid,Medium,23.0,No,No,No,Good,Medium,Stayed
17566,22,Male,11,Education,4667.0,,,Average,0,Yes,68,Associate Degree,Married,5.0,Senior,Medium,33.0,No,No,No,Excellent,Low,Stayed
38788,50,Male,36,Media,5883.0,Good,Very High,Average,1,No,38,Master’s Degree,Single,3.0,Senior,Medium,112.0,Yes,No,No,Excellent,Low,Stayed
36195,40,Female,18,Healthcare,8971.0,Poor,Very High,Average,0,No,17,Bachelor’s Degree,Married,1.0,Entry,Medium,24.0,Yes,No,No,Good,Medium,Left
26580,23,Male,8,Healthcare,8996.0,Excellent,Very High,High,0,No,79,Master’s Degree,Single,1.0,Mid,Medium,56.0,No,No,Yes,Good,Low,Stayed
70481,26,Male,15,Media,6119.0,Fair,Medium,High,1,No,82,Bachelor’s Degree,Single,0.0,Entry,Medium,45.0,No,No,No,Poor,Medium,Left
